version_taxref	cd_ref_taxref	phylum_taxref	classe_taxref	ordre_taxref	famille_taxref	genre_taxref	nom_valide_taxref	nom_latin_taxref	nom_vern_taxref	habitat_taxref	libelle_indigenat_taxref	indigenat_regional	synthese_reglementations_protections	PROTECTION_NAT	BARC/OSPAR	BERN/BONN	COMMERCE	DO/DHFF	AUTRE_REGL	endemisme_national_taxref	complement_endemisme	statut_presence_regionale	rarete_regionale	presence_d24	presence_d33	presence_d40	presence_d47	presence_d64	presence_d19	presence_d23	presence_d87	presence_d16	presence_d17	presence_d79	presence_d86	enjeu_regional_conservation	statuts_biologiques_specifiques	resume_menace_metropole	categorie_lr_metropole	annee_lr_metropole	resume_menace_na	categorie_lr_aquitaine	annee_lr_aquitaine	categorie_lr_limousin	annee_lr_limousin	categorie_lr_poitou_charente	annee_lr_poitou_charente	determinante_aquitaine	determinante_pc	determinante_limousin	sensibilite_donnees
18.0	774683	Chordata	Amphibia	Anura	Hylidae	Hyla	"Hyla molleri Bedriaga, 1889"	"Hyla molleri"	"Rainette ibérique (La)"	"Continental (terrestre et eau douce)"	"Indigène ou indéterminé"	Indigène	"PN, RI"	"PN_AmphiRept (Art. 2)"		"BERN (Ann. III)"					"Non endémique"	Pr	"Assez rare"	Ab	Pr	Pr	Pr	Pr	Ab	Ab	Ab	Ab	Ab	Ab	Ab	Majeur		Menacée	VU	2015	Menacée	VU	2013								
18.0	836245	Chordata	Aves	Gruiformes	Rallidae	Zapornia	"Zapornia parva (Scopoli, 1769)"	"Zapornia parva"	"Marouette poussin"	"Continental (terrestre et eau douce)"	"Indigène ou indéterminé"	Indigène	"PN, RE, RI, RN"	"PN_Oiseaux  (Art. 3)"		"BERN (Ann. II), BONN (AEWA, Ann. II)"		"DO (Ann. I)"	"REGL_Derogation_CNPN (Ann. 1)"		"Non endémique"	Occ	"Non évaluée"	Ab	Occ	Ab	Occ	Occ	Da	Da	Da	Ab	Occ	Occ	Ab	"Non applicable"	ND	Menacée	CR	2016	Autre			RE	2015	RE	2018				
18.0	836246	Chordata	Aves	Gruiformes	Rallidae	Zapornia	"Zapornia pusilla (Pallas, 1776)"	"Zapornia pusilla"	"Marouette de Baillon"	"Continental (terrestre et eau douce)"	"Indigène ou indéterminé"	Indigène	"PN, RE, RI, RN"	"PN_Oiseaux  (Art. 3)"		"BERN (Ann. II), BONN (AEWA, Ann. II)"		"DO (Ann. I)"	"REGL_Derogation_CNPN (Ann. 1)"		"Non endémique"	Occ	"Non évaluée"	Ab	Occ	Occ	Ab	Occ	Da	Occ	Da	Ai	Occ	Ai	Ai	"Non applicable"	ND	Menacée	CR	2016	Autre			RE	2015	RE	2018				
18.0	851674	Chordata		Squamata	Natricidae	Natrix	"Natrix helvetica (Lacepède, 1789)"	"Natrix helvetica"	"Couleuvre helvétique (La), Couleuvre helvétique, Couleuvre à collier"	"Continental (terrestre et eau douce)"	"Indigène ou indéterminé"	Indigène	"PN, RI"	"PN_AmphiRept (Art. 2)"		"BERN (Ann. III)"					"Non endémique"	Pr	"Très commune"	Pr	Pr	Pr	Pr	Pr	Pr	Pr	Pr	Pr	Pr	Pr	Pr	Notable		"Non évaluée"			"Non menacée"	LC	2013			LC	2016				
18.0	889047	Chordata	Aves	Passeriformes	Fringillidae	Linaria	"Linaria cannabina (Linnaeus, 1758)"	"Linaria cannabina"	"Linotte mélodieuse"	Terrestre	"Indigène ou indéterminé"	Indigène	"PN, RI"	"PN_Oiseaux  (Art. 3)"		"BERN (Ann. II)"					"Non endémique"	Pr	"Très commune"	Pr	Pr	Pr	Pr	Pr	Pr	Pr	Pr	Pr	Pr	Pr	Pr	Fort	NC,H	Menacée	VU	2016	"Non menacée"			LC	2015	NT	2018			"Sous conditions"	
18.0	889056	Chordata	Aves	Passeriformes	Fringillidae	Spinus	"Spinus spinus (Linnaeus, 1758)"	"Spinus spinus"	"Tarin des aulnes"	Terrestre	"Indigène ou indéterminé"	Indigène	"PN, RI"	"PN_Oiseaux  (Art. 3)"		"BERN (Ann. II)"					"Non endémique"	Pr	"Très rare"	Pr	Pr	Pr	Pr	Pr	Pr	Pr	Pr	Pr	Pr	Pr	Pr	Modéré	NC,H	"Non menacée"	LC	2016	Autre			NA	2015			"Sous conditions"		Stricte	
18.0	953	Chordata	Aves	Gaviiformes	Gaviidae	Gavia	"Gavia adamsii (Gray, 1859)"	"Gavia adamsii"	"Plongeon à bec blanc"	"Marin & Terrestre"	"Indigène ou indéterminé"	Indigène	"PN, RI"	"PN_Oiseaux  (Art. 4)"		"BERN (Ann. II), BONN (AEWA, Ann. II)"					"Non endémique"	Sa	"Non évaluée"	NE	NE	NE	NE	NE	NE	NE	NE	NE	NE	Sa	NE	"Non évaluée"		"Non évaluée"			"Non évaluée"										
18.0	444442	Chordata	Amphibia	Anura	Ranidae	Pelophylax	"Pelophylax perezi (Seoane, 1885)"	"Pelophylax perezi"	"Grenouille de Pérez (La)"	"Continental (terrestre et eau douce)"	"Indigène ou indéterminé"	Indigène	"PN, RE, RI"	"PN_AmphiRept (Art. 2)"		"BERN (Ann. III)"		"DHFF (Ann. V)"			"Non endémique"	Pr	"Assez rare"	Pr	Pr	Pr	Pr	Pr	Pr	Ab	Pr	Pr	Pr	Ind	Ab	Autre		"Non menacée"	NT	2015	Autre	DD	2013			DD	2016				
18.0	444444	Chordata		Squamata	Lacertidae	Podarcis	"Podarcis liolepis (Boulenger, 1905)"	"Podarcis liolepis"	"Lézard catalan (Le)"	Terrestre	"Indigène ou indéterminé"	Indigène	"PN, RI"	"PN_AmphiRept (Art. 2)"		"BERN (Ann. III)"					"Non endémique"	Pr	Rare	Ab	Ab	Ab	Ab	Pr	Ab	Ab	Ab	Ab	Ab	Ab	Ab	Notable		"Non menacée"	LC	2015	"Non menacée"	NT	2013								
18.0	444446	Chordata		Squamata	Colubridae	Zamenis	"Zamenis longissimus (Laurenti, 1768)"	"Zamenis longissimus"	"Couleuvre d'Esculape (La)"	Terrestre	"Indigène ou indéterminé"	Indigène	"PN, RE, RI"	"PN_AmphiRept (Art. 2)"		"BERN (Ann. II)"		"DHFF (Ann. IV)"			"Non endémique"	Pr	"Assez commune"	Pr	Pr	Pr	Pr	Pr	Pr	Pr	Pr	Pr	Pr	Pr	Pr	Notable		"Non menacée"	LC	2015	"Non menacée"	NT	2013			NT	2016	Stricte		Stricte	
18.0	459478	Chordata	Aves	Passeriformes	Hirundinidae	Delichon	"Delichon urbicum (Linnaeus, 1758)"	"Delichon urbicum"	"Hirondelle de fenêtre"	Terrestre	"Indigène ou indéterminé"	Indigène	"PN, RI"	"PN_Oiseaux  (Art. 3)"		"BERN (Ann. II)"					"Non endémique"	Pr	"Très commune"	Pr	Pr	Pr	Pr	Pr	Pr	Pr	Pr	Pr	Pr	Pr	Pr	Fort	NC	"Non menacée"	NT	2016	Menacée			VU	2015	NT	2018				
18.0	60127	Chordata	Mammalia	Eulipotyphla	Soricidae	Neomys	"Neomys fodiens (Pennant, 1771)"	"Neomys fodiens"	"Crossope aquatique, Musaraigne aquatique, Musaraigne d'eau, Musaraigne porte-rame"	"Continental (terrestre et eau douce)"	"Indigène ou indéterminé"	Indigène	"PN, RI"	"PN_Mamm_terretres (Art. 2)"		"BERN (Ann. III)"					"Non endémique"	Pr	"Assez commune"	Pr	Pr	Pr	Pr	Pr	Pr	Pr	Pr	Pr	Pr	Pr	Pr	Fort		"Non menacée"	LC	2017	Menacée	NT	2020			VU	2018	"Sous conditions"	Stricte	Stricte	
18.0	60295	Chordata	Mammalia	Chiroptera	Rhinolophidae	Rhinolophus	"Rhinolophus ferrumequinum (Schreber, 1774)"	"Rhinolophus ferrumequinum"	"Grand rhinolophe"	Terrestre	"Indigène ou indéterminé"	Indigène	"PN, RE, RI"	"PN_Mamm_terretres (Art. 2)"		"BERN (Ann. II), BONN (Ann. II, EUROBATS - Ann. I)"		"DHFF (Ann. II, Ann. IV)"			"Non endémique"	Pr	Commune	Pr	Pr	Pr	Pr	Pr	Pr	Pr	Pr	Pr	Pr	Pr	Pr	Fort		"Non menacée"	LC	2017	Menacée	LC	2019			VU	2018	"Sous conditions"	Stricte	Stricte	"Sous conditions"
18.0	60313	Chordata	Mammalia	Chiroptera	Rhinolophidae	Rhinolophus	"Rhinolophus hipposideros (Borkhausen, 1797)"	"Rhinolophus hipposideros"	"Petit rhinolophe"	Terrestre	"Indigène ou indéterminé"	Indigène	"PN, RE, RI"	"PN_Mamm_terretres (Art. 2)"		"BERN (Ann. II), BONN (Ann. II, EUROBATS - Ann. I)"		"DHFF (Ann. II, Ann. IV)"			"Non endémique"	Pr	Commune	Pr	Pr	Pr	Pr	Pr	Pr	Pr	Pr	Pr	Pr	Pr	Pr	Notable		"Non menacée"	LC	2017	"Non menacée"	LC	2019			NT	2018	"Sous conditions"	Stricte	Stricte	"Sous conditions"
18.0	60345	Chordata	Mammalia	Chiroptera	Vespertilionidae	Barbastella	"Barbastella barbastellus (Schreber, 1774)"	"Barbastella barbastellus"	"Barbastelle d'Europe, Barbastelle"	Terrestre	"Indigène ou indéterminé"	Indigène	"PN, RE, RI"	"PN_Mamm_terretres (Art. 2)"		"BERN (Ann. II), BONN (Ann. II, EUROBATS - Ann. I)"		"DHFF (Ann. II, Ann. IV)"			"Non endémique"	Pr	"Très commune"	Pr	Pr	Pr	Pr	Pr	Pr	Pr	Pr	Pr	Pr	Pr	Pr	Modéré		"Non menacée"	LC	2017	"Non menacée"	LC	2019			LC	2018	"Sous conditions"	Stricte	Stricte	"Sous conditions"
18.0	60360	Chordata	Mammalia	Chiroptera	Vespertilionidae	Eptesicus	"Eptesicus serotinus (Schreber, 1774)"	"Eptesicus serotinus"	"Sérotine commune"	Terrestre	"Indigène ou indéterminé"	Indigène	"PN, RE, RI"	"PN_Mamm_terretres (Art. 2)"		"BERN (Ann. II), BONN (Ann. II)"		"DHFF (Ann. IV)"			"Non endémique"	Pr	"Très commune"	Pr	Pr	Pr	Pr	Pr	Pr	Pr	Pr	Pr	Pr	Pr	Pr	Notable		"Non menacée"	NT	2017	"Non menacée"	LC	2019			NT	2018	"Sous conditions"			"Sous conditions"
18.0	60383	Chordata	Mammalia	Chiroptera	Vespertilionidae	Myotis	"Myotis mystacinus (Kuhl, 1817)"	"Myotis mystacinus"	"Murin à moustaches, Vespertilion à moustaches"	Terrestre	"Indigène ou indéterminé"	Indigène	"PN, RE, RI"	"PN_Mamm_terretres (Art. 2)"		"BERN (Ann. II), BONN (Ann. II, EUROBATS - Ann. I)"		"DHFF (Ann. IV)"			"Non endémique"	Pr	"Assez commune"	Pr	Ind	Pr	Pr	Pr	Pr	Pr	Pr	Pr	Pr	Pr	Pr	Modéré		"Non menacée"	LC	2017	"Non menacée"	DD	2019			LC	2018	"Sous conditions"		Stricte	"Sous conditions"
18.0	60400	Chordata	Mammalia	Chiroptera	Vespertilionidae	Myotis	"Myotis emarginatus (É. Geoffroy Saint-Hilaire, 1806)"	"Myotis emarginatus"	"Murin à oreilles échancrées, Vespertilion à oreilles échancrées"	Terrestre	"Indigène ou indéterminé"	Indigène	"PN, RE, RI"	"PN_Mamm_terretres (Art. 2)"		"BERN (Ann. II), BONN (Ann. II, EUROBATS - Ann. I)"		"DHFF (Ann. II, Ann. IV)"			"Non endémique"	Pr	Commune	Pr	Pr	Pr	Pr	Pr	Pr	Pr	Pr	Pr	Pr	Pr	Pr	Modéré		"Non menacée"	LC	2017	"Non menacée"	LC	2019			LC	2018	"Sous conditions"	Stricte	Stricte	"Sous conditions"
18.0	199360	Chordata	Aves	Charadriiformes	Scolopacidae	Bartramia	"Bartramia longicauda (Bechstein, 1812)"	"Bartramia longicauda"	"Bartramie des champs, Bartramie à longue queue, Maubèche des champs"	Terrestre	"Indigène ou indéterminé"	Indigène	"PN, RI, RN"	"PN_Oiseaux  (Art. 4)"		"BERN (Ann. II), BONN (Ann. II)"			"REGL_Derogation_CNPN (Ann. 1)"		"Non endémique"	Sa	"Non évaluée"	Ab	Ab	Ab	Ab	Ab	Ab	Ab	Ab	Ab	Sa	Ab	Ab	"Non évaluée"	MTEr	"Non évaluée"			"Non évaluée"										
18.0	444443	Chordata	Amphibia	Anura	Ranidae	Pelophylax	"Pelophylax ridibundus (Pallas, 1771)"	"Pelophylax ridibundus"	"Grenouille rieuse (La)"	"Continental (terrestre et eau douce)"	"Indigène ou indéterminé"	"Introduite établie"	"PN, RE, RI"	"PN_AmphiRept (Art. 3)"		"BERN (Ann. III)"		"DHFF (Ann. V)"			"Non endémique"	Pr	"Non évaluée"	Pr	Pr	Pr	Pr	Pr	Pr	Pr	Pr	Pr	Pr	Pr	Pr	"Non applicable"		"Non menacée"	LC	2015	Autre	NA	2013			NA	2016				
18.0	60243	Chordata	Mammalia	Eulipotyphla	Talpidae	Galemys	"Galemys pyrenaicus (É. Geoffroy Saint-Hilaire, 1811)"	"Galemys pyrenaicus"	"Desman des Pyrénées, Rat-trompette"	Terrestre	"Indigène ou indéterminé"	Indigène	"PN, RE, RI, RN"	"PN_Mamm_terretres (Art. 2)"		"BERN (Ann. II)"		"DHFF (Ann. II, Ann. IV)"	"REGL_Derogation_CNPN (Ann. 1)"		"Endémisme ibéro-pyrénéen"	Pr	Rare	Ab	Ab	Ab	Ab	Pr	Ab	Ab	Ab	Ab	Ab	Ab	Ab	"Très fort"		Menacée	VU	2017	Menacée	EN	2020					Stricte			Stricte
18.0	199311	Chordata	Aves	Anseriformes	Anatidae	Lophodytes	"Lophodytes cucullatus (Linnaeus, 1758)"	"Lophodytes cucullatus"	"Harle couronné"	"Continental (terrestre et eau douce)"	"Introduit non établi"	Indéterminé	"PN, RI"	"PN_Oiseaux  (Art. 4)"		"BONN (Ann. II)"					"Non endémique"	Occ	"Non évaluée"	Ab	Ab	Occ	Ab	Ab	Ab	Occ	Ab	Ab	Ab	Ab	Ab	"Non évaluée"	HO	"Non évaluée"			"Non évaluée"										
18.0	444427	Chordata	Amphibia	Urodela	Salamandridae	Calotriton	"Calotriton asper (Al. Dugès, 1852)"	"Calotriton asper"	"Calotriton des Pyrénées (Le), Euprocte des Pyrénées"	"Continental (terrestre et eau douce)"	"Indigène ou indéterminé"	Indigène	"PN, RE, RI"	"PN_AmphiRept (Art. 2)"		"BERN (Ann. II)"		"DHFF (Ann. IV)"		Subendémique	"Endémisme pyrénéen"	Pr	"Assez rare"	Ab	Ab	Ab	Ab	Pr	Ab	Ab	Ab	Ab	Ab	Ab	Ab	Fort		Menacée	VU	2015	"Non menacée"	NT	2013					"Sous conditions"			
18.0	701823	Chordata		Squamata	Viperidae	Vipera	"Vipera seoanei (Lataste, 1879)"	"Vipera seoanei"	"Vipère de Seoane (La)"	Terrestre	"Indigène ou indéterminé"	Indigène	"PN, RE, RI"	"PN_AmphiRept (Art. 2)"		"BERN (Ann. III)"		"DHFF (Ann. IV)"			"Endémisme ibéro-pyrénéen"	Pr	"Très rare"	Ab	Ab	Ab	Ab	Pr	Ab	Ab	Ab	Ab	Ab	Ab	Ab	Majeur		Menacée	VU	2015	Menacée	EN	2013					Stricte			Stricte
18.0	66330	Chordata	Petromyzonti	Petromyzontiformes	Petromyzontidae	Lampetra	"Lampetra fluviatilis (Linnaeus, 1758)"	"Lampetra fluviatilis"	"Lamproie de rivière, Lamproie fluviatile"	"Marin & Eau douce"	"Indigène ou indéterminé"	Indigène	"PN, RE, RI, RN"	"PN_Poissons (Art. 1)"	"BARC (Ann. III)"	"BERN (Ann. III)"		"DHFF (Ann. II, Ann. V)"	"REGL_Derogation_CNPN (Ann. 1)"		"Non endémique"	Pr	"Non évaluée"	Pr	Pr	Pr	Pb	Pr	Ab	Ab	Ab	Pr	Pr	Ab	Occ	"Non évaluée"		Menacée	VU	2019	"Non évaluée"							Stricte	Stricte		
18.0	66315	Chordata	Petromyzonti	Petromyzontiformes	Petromyzontidae	Petromyzon	"Petromyzon marinus Linnaeus, 1758"	"Petromyzon marinus"	"Lamproie marine"	"Marin & Eau douce"	"Indigène ou indéterminé"	Indigène	"PN, RE, RI, RN"	"PN_Poissons (Art. 1)"	"BARC (Ann. III), OSPAR (Ann. V)"	"BERN (Ann. III)"		"DHFF (Ann. II)"	"REGL_Derogation_CNPN (Ann. 1)"		"Non endémique"	Pr	"Non évaluée"	Pr	Pr	Pr	Pr	Pr	Pr	Ab	Da	Pr	Pr	Pr	Pr	"Non évaluée"		Menacée	EN	2019	Menacée			CR	2019			Stricte	Stricte	Stricte	
18.0	66967	Chordata	Actinopterygii	Clupeiformes	Alosidae	Alosa	"Alosa alosa (Linnaeus, 1758)"	"Alosa alosa"	"Grande alose, Alose vraie"	"Marin & Eau douce"	"Indigène ou indéterminé"	Indigène	"PN, RE, RI, RN"	"PN_Poissons (Art. 1)"	"BARC (Ann. III), OSPAR (Ann. V)"	"BERN (Ann. III)"		"DHFF (Ann. II, Ann. V)"	"REGL_Derogation_CNPN (Ann. 1)"		"Non endémique"	Pr	"Non évaluée"	Pr	Pr	Pr	Pr	Pr	Da	Da	Da	Pr	Pr	Pr	Pr	"Non évaluée"		Menacée	CR	2019	Menacée			CR	2019			Stricte	Stricte		
18.0	66996	Chordata	Actinopterygii	Clupeiformes	Alosidae	Alosa	"Alosa fallax (Lacepède, 1803)"	"Alosa fallax"	"Alose feinte atlantique"	"Marin & Eau douce"	"Indigène ou indéterminé"	Indigène	"PN, RE, RI"	"PN_Poissons (Art. 1)"	"BARC (Ann. III)"	"BERN (Ann. III)"		"DHFF (Ann. II, Ann. V)"			"Non endémique"	Pr	"Non évaluée"	Pr	Pr	Pr	Pb	Pr	Ab	Ab	Ab	Pr	Pr	Pr	Occ	"Non évaluée"		"Non menacée"	NT	2019	Autre			NA	2019			Stricte	Stricte		
18.0	60123	Chordata	Mammalia	Eulipotyphla	Soricidae	Neomys	"Neomys milleri Mottaz, 1907"	"Neomys milleri"	"Crossope de Miller, Musaraigne de Miller"	Terrestre	"Indigène ou indéterminé"	Indigène	"PN, RI"	"PN_Mamm_terretres (Art. 2)"		"BERN (Ann. III)"					"Non endémique"	Pr	"Très rare"	Ab	Ab	Ab	Sa	Sa	Pr	Pr	Pr	Ab	Ab	Ab	Ab	Notable		"Non évaluée"			"Non évaluée"							"Sous conditions"		Stricte	
18.0	67765	Chordata	Actinopterygii	Salmoniformes	Salmonidae	Salmo	"Salmo salar Linnaeus, 1758"	"Salmo salar"	"Saumon de l'Atlantique, Saumon atlantique, Saumon Atlantique"	"Marin & Eau douce"	"Indigène ou indéterminé"	Indigène	"PN, RE, RI, RN"	"PN_Poissons (Art. 1)"	"OSPAR (Ann. V)"	"BERN (Ann. III)"		"DHFF (Ann. II, Ann. V)"	"REGL_Derogation_CNPN (Ann. 1)"		"Non endémique"	Pr	"Non évaluée"	Pr	Pr	Pr	Pb	Pr	Pr	Pr	Pr	Pr	Pr	Pr	Pr	"Non évaluée"		"Non menacée"	NT	2019	Menacée			CR	2019			Stricte	Stricte	Stricte	
18.0	67772	Chordata	Actinopterygii	Salmoniformes	Salmonidae	Salmo	"Salmo trutta Linnaeus, 1758"	"Salmo trutta"	"Truite de mer, Truite commune, Truite d'Europe, Truite commune"	"Marin & Eau douce"	"Indigène ou indéterminé"	Indigène	"PN, RE"	"PN_Poissons (Art. 1)"				"DHFF (Ann. II)"			"Non endémique"	Pr	"Non évaluée"	Pr	Pr	Pr	Pr	Pr	Pr	Pr	Pr	Pr	Pr	Pr	Pr	"Non évaluée"		"Non menacée"	LC	2019	"Non menacée"			NT	2019				Stricte	Stricte	
18.0	66775	Chordata	Actinopterygii	Acipenseriformes	Acipenseridae	Acipenser	"Acipenser sturio Linnaeus, 1758"	"Acipenser sturio"	"Esturgeon, Esturgeon européen, Esturgeon de l'Europe Occidentale"	"Marin & Eau douce"	"Indigène ou indéterminé"	Indigène	"PN, RE, RI, RN"	"PN_Esturgeon ( -)"	"BARC (Ann. II), OSPAR (Ann. V)"	"BERN (Ann. II), BONN (Ann. I, Ann. II)"	"COMMERCE_CITES (Ann. A)"	"DHFF (Ann. II, Ann. IV)"	"REGL_Interdépartementale (Art. 1)"		"Non endémique"	Occ	"Non évaluée"	Occ	Occ	Da	Da	Da	Ab	Ab	Ab	Ab	Sa	Ab	Ab	"Non évaluée"		Menacée	CR	2019	Autre			NA	2019			Stricte	"Sous conditions"		
18.0	60911	Chordata	Mammalia	Cetartiodactyla	Delphinidae	Pseudorca	"Pseudorca crassidens (Owen, 1846)"	"Pseudorca crassidens"	"Pseudorque, Fausse orque"	Marin	"Indigène ou indéterminé"	Indigène	"PN, RE, RI, RN"	"PN_Mamm_marins (Art. 2)"	"BARC (Ann. II)"	"BERN (Ann. II), BONN (ACCOBAMS, ASCOBANS)"	"COMMERCE_CITES (Ann. A)"	"DHFF (Ann. IV)"	"REGL_Derogation_CNPN (Ann. 1)"		"Non endémique"	Pr	"Non évaluée"	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	"Non évaluée"		Autre	NA	2017	"Non évaluée"										
18.0	60330	Chordata	Mammalia	Chiroptera	Rhinolophidae	Rhinolophus	"Rhinolophus euryale Blasius, 1853"	"Rhinolophus euryale"	"Rhinolophe euryale"	Terrestre	"Indigène ou indéterminé"	Indigène	"PN, RE, RI"	"PN_Mamm_terretres (Art. 2)"		"BERN (Ann. II), BONN (Ann. II, EUROBATS - Ann. I)"		"DHFF (Ann. II, Ann. IV)"			"Non endémique"	Pr	"Peu commune"	Pr	Ind	Pr	Pr	Pr	Pr	Ab	Pr	Pr	Pr	Pr	Pr	"Très fort"		"Non menacée"	LC	2017	Menacée	LC	2019			EN	2018	Stricte	Stricte	Stricte	"Sous conditions"
18.0	347978	Chordata	Actinopterygii	Cypriniformes	Leuciscidae	Leuciscus	"Leuciscus bearnensis (Blanchard, 1866)"	"Leuciscus bearnensis"	"Vandoise du Béarn, Vandoise de l'Adour"	"Eau douce"	"Indigène ou indéterminé"	Indigène	PN	"PN_Poissons (Art. 1)"						Endémique	"Sub-endémisme néo-aquitain"	Pr	"Non évaluée"	Ab	Pr	Pr	Ab	Pr	Ab	Ab	Ab	Ab	Ab	Ab	Ab	"Non évaluée"		"Non menacée"	NT	2019	"Non évaluée"										
18.0	60776	Chordata	Mammalia	Carnivora	Phocidae	Halichoerus	"Halichoerus grypus (Fabricius, 1791)"	"Halichoerus grypus"	"Phoque gris"	"Marin & Terrestre"	"Indigène ou indéterminé"	Indigène	"PN, RE, RI, RN"	"PN_Mamm_marins (Art. 3, Art. 5)"		"BERN (Ann. III), BONN (Ann. II)"		"DHFF (Ann. II, Ann. V)"	"REGL_Interdépartementale (Art. 1)"		"Non endémique"	Pr	"Non évaluée"	Acc	Pr	Pr	Ab	Pr	Ab	Ab	Ab	Ab	Pr	Ab	Ab	"Non évaluée"		"Non menacée"	NT	2017	"Non évaluée"										"Sous conditions"
18.0	60811	Chordata	Mammalia	Carnivora	Phocidae	Phoca	"Phoca vitulina Linnaeus, 1758"	"Phoca vitulina"	"Phoque veau-marin, Phoque commun"	"Marin & Terrestre"	"Indigène ou indéterminé"	Indéterminé	"PN, RE, RI, RN"	"PN_Mamm_marins (Art. 3, Art. 5)"		"BERN (Ann. III), BONN (Ann. II)"		"DHFF (Ann. II, Ann. V)"	"REGL_Interdépartementale (Art. 1)"		"Non endémique"	Acc	"Non évaluée"	Acc	Acc	Ab	Acc	Acc	Ab	Ab	Ab	Ab	Acc	Ab	Acc	"Non évaluée"		"Non menacée"	NT	2017	"Non évaluée"										"Sous conditions"
18.0	60863	Chordata	Mammalia	Cetartiodactyla	Balaenopteridae	Balaenoptera	"Balaenoptera musculus (Linnaeus, 1758)"	"Balaenoptera musculus"	"Rorqual bleu, Baleine bleue, Grand rorqual"	Marin	"Indigène ou indéterminé"	Indigène	"PN, RE, RI, RN"	"PN_Mamm_marins (Art. 2)"	"OSPAR (Ann. V)"	"BERN (Ann. II), BONN (Ann. I)"	"COMMERCE_CITES (Ann. A)"	"DHFF (Ann. IV)"	"REGL_Derogation_CNPN (Ann. 1)"		"Non endémique"	Ind	"Non évaluée"	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	"Non évaluée"		Autre	NA	2017	"Non évaluée"										
18.0	1005993	Chordata	Actinopterygii	Perciformes	Blenniidae	Salariopsis	"Salariopsis fluviatilis (Asso, 1801)"	"Salariopsis fluviatilis"	"Blennie fluviatile"	"Eau douce"	"Indigène ou indéterminé"	Indigène	"PN, RI"	"PN_Poissons (Art. 1)"		"BERN (Ann. III)"					"Non endémique"	Pr	"Non évaluée"	Ab	Pr	Pr	Pr	Ab	Ab	Ab	Ab	Ab	Ab	Ab	Ab	"Non évaluée"		"Non menacée"	LC	2019	"Non évaluée"										
18.0	3231	Chordata	Aves	Charadriiformes	Scolopacidae	Calidris	"Calidris acuminata (Horsfield, 1821)"	"Calidris acuminata"	"Bécasseau à queue pointue"	"Continental (terrestre et/ou eau douce)"	"Indigène ou indéterminé"	Indigène	"PN, RI"	"PN_Oiseaux  (Art. 4)"		"BERN (Ann. II), BONN (Ann. II)"					"Non endémique"	Occ	"Non évaluée"	Ab	Ab	Ab	Ab	Occ	Ab	Ab	Ab	Ab	Occ	Ab	Ab	"Non évaluée"	MTEr	"Non évaluée"			"Non évaluée"										
18.0	3289	Chordata	Aves	Charadriiformes	Laridae	Larus	"Larus cachinnans Pallas, 1811"	"Larus cachinnans"	"Goéland pontique"	"Marin & Terrestre"	"Indigène ou indéterminé"	Indigène	"PN, RE, RI"	"PN_Oiseaux  (Art. 4)"		"BERN (Ann. III), BONN (AEWA)"		"DO (Ann. II/2)"			"Non endémique"	Pr	"Non évaluée"	Ab	Pr	Pr	Ab	Pr	Ab	Ab	Occ	Occ	Pr	Occ	Ab	"Non évaluée"	H	"Non évaluée"			"Non évaluée"										
18.0	3402	Chordata	Aves	Charadriiformes	Alcidae	Fratercula	"Fratercula arctica (Linnaeus, 1758)"	"Fratercula arctica"	"Macareux moine"	"Marin & Terrestre"	"Indigène ou indéterminé"	Indigène	"PN, RI, RN"	"PN_Oiseaux  (Art. 3)"		"BERN (Ann. III)"			"REGL_Interdépartementale (Art. 1)"		"Non endémique"	Pr	"Non évaluée"	Ab	Pr	Pr	Ab	Pr	Ab	Ab	Ab	Ab	Pr	Ab	Ab	"Non évaluée"	H	Menacée	CR	2016	"Non évaluée"							"Sous conditions"			
18.0	824087	Chordata	Aves	Passeriformes	Sylviidae	Curruca	"Curruca cantillans (Pallas, 1764)"	"Curruca cantillans"	"Fauvette passerinette"	Terrestre	"Indigène ou indéterminé"	Indigène	"PN, RI"	"PN_Oiseaux  (Art. 3)"		"BERN (Ann. II)"					"Non endémique"	Pr	"Très rare"	Occ	Ind	Occ	Pr	Occ	Ab	Ab	Ab	Ab	Occ	Ab	Occ	Modéré	NC	"Non menacée"	LC	2016	"Non évaluée"										
18.0	889079	Chordata	Aves	Passeriformes	Sylviidae	Curruca	"Curruca hortensis (J.F. Gmelin, 1789)"	"Curruca hortensis"	"Fauvette orphée"	"Continental (terrestre et/ou eau douce)"	"Indigène ou indéterminé"	Indigène	"PN, RI"	"PN_Oiseaux  (Art. 3)"		"BERN (Ann. II)"					"Non endémique"	Pr	Exceptionnelle	Sa	Pr	Pr	Sa	Pr	Occ	Ab	Ab	Ab	Pb	Ab	Occ	"Non applicable"	NPo	"Non menacée"	LC	2016	Autre					RE	2018				
