version_taxref	cd_ref_taxref	phylum_taxref	classe_taxref	ordre_taxref	famille_taxref	genre_taxref	nom_valide_taxref	nom_latin_taxref	nom_vern_taxref	habitat_taxref	libelle_indigenat_taxref	indigenat_regional	synthese_reglementations_protections	PROTECTION_NAT	BARC/OSPAR	BERN/BONN	COMMERCE	DO/DHFF	AUTRE_REGL	endemisme_national_taxref	complement_endemisme	statut_presence_regionale	rarete_regionale	presence_d24	presence_d33	presence_d40	presence_d47	presence_d64	presence_d19	presence_d23	presence_d87	presence_d16	presence_d17	presence_d79	presence_d86	enjeu_regional_conservation	statuts_biologiques_specifiques	resume_menace_metropole	categorie_lr_metropole	annee_lr_metropole	resume_menace_na	categorie_lr_aquitaine	annee_lr_aquitaine	categorie_lr_limousin	annee_lr_limousin	categorie_lr_poitou_charente	annee_lr_poitou_charente	determinante_aquitaine	determinante_pc	determinante_limousin	sensibilite_donnees
18.0	60408	Chordata	Mammalia	Chiroptera	Vespertilionidae	Myotis	"Myotis nattereri (Kuhl, 1817)"	"Myotis nattereri"	"Murin de Natterer, Vespertilion de Natterer"	Terrestre	"Indigène ou indéterminé"	Indigène	"PN, RE, RI"	"PN_Mamm_terretres (Art. 2)"		"BERN (Ann. II), BONN (Ann. II, EUROBATS - Ann. I)"		"DHFF (Ann. IV)"			"Non endémique"	Pr	Commune	Pr	Pr	Pr	Pr	Pr	Pr	Pr	Pr	Pr	Pr	Pr	Pr	Notable		"Non menacée"	LC	2017	"Non menacée"	NT	2019			LC	2018	"Sous conditions"		Stricte	"Sous conditions"
18.0	77570	Chordata		Squamata	Phyllodactylidae	Tarentola	"Tarentola mauritanica (Linnaeus, 1758)"	"Tarentola mauritanica"	"Tarente de Maurétanie (La)"	Terrestre	"Indigène ou indéterminé"	"Introduite établie"	"PN, RI"	"PN_AmphiRept (Art. 3)"		"BERN (Ann. III)"					"Non endémique"	Pr	"Non évaluée"	Ab	Pr	Pr	Pr	Pr	Ab	Ab	Ab	Acc	Acc	Acc	Acc	"Non applicable"		"Non menacée"	LC	2015	Autre	NA	2013			NA	2016				
18.0	67606	Chordata	Actinopterygii	Esociformes	Esocidae	Esox	"Esox lucius Linnaeus, 1758"	"Esox lucius"	Brochet	"Eau douce"	"Indigène ou indéterminé"	Indigène	"PN, RN"	"PN_Poissons (Art. 1)"					"REGL_Derogation_CNPN (Ann. 1)"		"Non endémique"	Pr	"Non évaluée"	Pr	Pr	Pr	Pr	Pr	Pr	Pr	Pr	Pr	Pr	Pr	Pr	"Non évaluée"		Menacée	VU	2019	Menacée			VU	2019			Stricte	Stricte	"Sous conditions"	
18.0	67292	Chordata	Actinopterygii	Cypriniformes	Leuciscidae	Leuciscus	"Leuciscus burdigalensis Valenciennes in Cuvier & Valenciennes, 1844"	"Leuciscus burdigalensis"	"Vandoise rostrée"	"Eau douce"	"Indigène ou indéterminé"	Indigène	PN	"PN_Poissons (Art. 1)"						Endémique	"Non endémique"	Pr	"Non évaluée"	Pr	Pr	Pr	Pr	Ab	Pr	Pr	Pr	Pr	Pr	Pr	Pr	"Non évaluée"		"Non menacée"	NT	2019	Menacée			VU	2019					Stricte	
18.0	836223	Chordata	Aves	Anseriformes	Anatidae	Spatula	"Spatula discors (Linnaeus, 1766)"	"Spatula discors"	"Sarcelle à ailes bleues"	"Continental (terrestre et eau douce)"	"Introduit établi ou possiblement établi"	Indéterminé	"PN, RI"	"PN_Oiseaux  (Art. 4)"		"BERN (Ann. III), BONN (Ann. II)"					"Non endémique"	Acc	"Non évaluée"	Ab	Acc	Acc	Ab	Ab	Ab	Ab	Ab	Ab	Acc	Ab	Ab	"Non évaluée"	NA	"Non évaluée"			"Non évaluée"										
18.0	79266	Chordata	Amphibia	Anura	Ranidae	Rana	"Rana pyrenaica Serra-Cobo, 1993"	"Rana pyrenaica"	"Grenouille des Pyrénées (La)"	"Continental (terrestre et eau douce)"	"Indigène ou indéterminé"	Indigène	"PN, RI, RN"	"PN_AmphiRept (Art. 2)"		"BERN (Ann. III)"			"REGL_Derogation_CNPN (Ann. 1)"		"Endémisme pyrénéen"	Pr	"Très rare"	Ab	Ab	Ab	Ab	Pr	Ab	Ab	Ab	Ab	Ab	Ab	Ab	Majeur		Menacée	EN	2015	Menacée	EN	2013					Stricte			Stricte
18.0	79285	Chordata		Squamata	Lacertidae	Iberolacerta	"Iberolacerta bonnali (Lantz, 1927)"	"Iberolacerta bonnali"	"Lézard de Bonnal (Le)"	Terrestre	"Indigène ou indéterminé"	Indigène	"PN, RE, RI"	"PN_AmphiRept (Art. 2)"		"BERN (Ann. III)"		"DHFF (Ann. II, Ann. IV)"		Subendémique	"Endémisme pyrénéen"	Pr	"Très rare"	Ab	Ab	Ab	Ab	Pr	Ab	Ab	Ab	Ab	Ab	Ab	Ab	"Très fort"		Menacée	VU	2015	Menacée	EN	2013					Stricte			
18.0	458944	Arthropoda	Insecta	Coleoptera	Carabidae	Aphaenops	"Aphaenops alberti Jeannel, 1939"	"Aphaenops alberti"		Terrestre	"Indigène ou indéterminé"	Indigène	PN	"PN_Insectes  (Art. 3)"						Endémique	"Endémisme pyrénéen"	Pr	"Non évaluée"	Ai	Ai	Ai	Ai	Pr	Ai	Ai	Ai	Ai	Ai	Ai	Ai	"Non évaluée"		"Non évaluée"			"Non évaluée"										
18.0	795220	Arthropoda	Insecta	Coleoptera	Carabidae	Aphaenops	"Aphaenops baretosanus Jeannel, 1941"	"Aphaenops baretosanus"		Terrestre	"Indigène ou indéterminé"	Indigène	PN	"PN_Insectes  (Art. 3)"						Endémique	"Endémisme pyrénéen"	Pr	"Non évaluée"	Ai	Ai	Ai	Ai	Pr	Ai	Ai	Ai	Ai	Ai	Ai	Ai	"Non évaluée"		"Non évaluée"			"Non évaluée"										
18.0	458945	Arthropoda	Insecta	Coleoptera	Carabidae	Aphaenops	"Aphaenops bessoni Cabidoche, 1962"	"Aphaenops bessoni"		Terrestre	"Indigène ou indéterminé"	Indigène	PN	"PN_Insectes  (Art. 3)"						Endémique	"Endémisme pyrénéen"	Pr	"Non évaluée"	Ab	Ab	Ab	Ab	Pr	Ab	Ab	Ab	Ab	Ab	Ab	Ab	"Non évaluée"		"Non évaluée"			"Non évaluée"										
18.0	458687	Arthropoda	Insecta	Coleoptera	Carabidae	Aphaenops	"Aphaenops cissauguensis Faille & Bourdeau, 2008"	"Aphaenops cissauguensis"		Terrestre	"Indigène ou indéterminé"	Indigène	PN	"PN_Insectes  (Art. 3)"						Endémique	"Endémisme pyrénéen"	Pr	"Non évaluée"	Ai	Ai	Ai	Ai	Pr	Ai	Ai	Ai	Ai	Ai	Ai	Ai	"Non évaluée"		"Non évaluée"			"Non évaluée"										
18.0	794329	Arthropoda	Insecta	Coleoptera	Carabidae	Aphaenops	"Aphaenops gracilis Gaudin, 1947"	"Aphaenops gracilis"		Terrestre	"Indigène ou indéterminé"	Indigène	PN	"PN_Insectes  (Art. 3)"						Endémique	"Endémisme pyrénéen"	Pr	"Non évaluée"	Ai	Ai	Ai	Ai	Pr	Ai	Ai	Ai	Ai	Ai	Ai	Ai	"Non évaluée"		"Non évaluée"			"Non évaluée"										
18.0	8754	Arthropoda	Insecta	Coleoptera	Carabidae	Aphaenops	"Aphaenops jeanneli (Abeille de Perrin, 1905)"	"Aphaenops jeanneli"		Terrestre	"Indigène ou indéterminé"	Indigène	PN	"PN_Insectes  (Art. 3)"						Endémique	"Endémisme pyrénéen"	Pr	"Non évaluée"	Ai	Ai	Ai	Ai	Pr	Ai	Ai	Ai	Ai	Ai	Ai	Ai	"Non évaluée"		"Non évaluée"			"Non évaluée"										
18.0	458974	Arthropoda	Insecta	Coleoptera	Carabidae	Aphaenops	"Aphaenops linderi Jeannel, 1938"	"Aphaenops linderi"		Terrestre	"Indigène ou indéterminé"	Indigène	PN	"PN_Insectes  (Art. 3)"						Endémique	"Endémisme pyrénéen"	Pr	"Non évaluée"	Ai	Ai	Ai	Ai	Pr	Ai	Ai	Ai	Ai	Ai	Ai	Ai	"Non évaluée"		"Non évaluée"			"Non évaluée"										
18.0	795222	Arthropoda	Insecta	Coleoptera	Carabidae	Aphaenops	"Aphaenops pandellei (Linder, 1859)"	"Aphaenops pandellei"		Terrestre	"Indigène ou indéterminé"	Indigène	PN	"PN_Insectes  (Art. 3)"						Endémique	"Endémisme pyrénéen"	Pr	"Non évaluée"	Ai	Ai	Ai	Ai	Pr	Ai	Ai	Ai	Ai	Ai	Ai	Ai	"Non évaluée"		"Non évaluée"			"Non évaluée"										
18.0	459004	Arthropoda	Insecta	Coleoptera	Carabidae	Aphaenops	"Aphaenops rebereti Gaudin, 1947"	"Aphaenops rebereti"		Terrestre	"Indigène ou indéterminé"	Indigène	PN	"PN_Insectes  (Art. 3)"						Endémique	"Endémisme pyrénéen"	Pr	"Non évaluée"	Ab	Ab	Ab	Ab	Pr	Ab	Ab	Ab	Ab	Ab	Ab	Ab	"Non évaluée"		"Non évaluée"			"Non évaluée"										
18.0	459005	Arthropoda	Insecta	Coleoptera	Carabidae	Aphaenops	"Aphaenops rhadamanthus (Linder, 1860)"	"Aphaenops rhadamanthus"		Terrestre	"Indigène ou indéterminé"	Indigène	PN	"PN_Insectes  (Art. 3)"						Endémique	"Endémisme pyrénéen"	Pr	"Non évaluée"	Ai	Ai	Ai	Ai	Pr	Ai	Ai	Ai	Ai	Ai	Ai	Ai	"Non évaluée"		"Non évaluée"			"Non évaluée"										
18.0	8757	Arthropoda	Insecta	Coleoptera	Carabidae	Aphaenops	"Aphaenops vasconicus Jeannel, 1913"	"Aphaenops vasconicus"	"Hydraphaenops basque"	Terrestre	"Indigène ou indéterminé"	Indigène	PN	"PN_Insectes  (Art. 3)"						Endémique	"Endémisme pyrénéen"	Pr	"Non évaluée"	Ai	Ai	Ai	Ai	Pr	Ai	Ai	Ai	Ai	Ai	Ai	Ai	"Non évaluée"		"Non évaluée"			"Non évaluée"										
18.0	60851	Chordata	Mammalia	Cetartiodactyla	Balaenidae	Eubalaena	"Eubalaena glacialis (Müller, 1776)"	"Eubalaena glacialis"	"Baleine franche de l’Atlantique Nord, Baleine franche boréale, Baleine des Basques, Baleine de Biscaye"	Marin	"Indigène ou indéterminé"	Indigène	"PN, RE, RI, RN"	"PN_Mamm_marins (Art. 2)"	"BARC (Ann. II), OSPAR (Ann. V)"	"BERN (Ann. II), BONN (ACCOBAMS, Ann. I)"	"COMMERCE_CITES (Ann. A)"	"DHFF (Ann. IV)"	"REGL_Derogation_CNPN (Ann. 1)"		"Non endémique"	Da	"Non évaluée"	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	"Non évaluée"		Autre	RE	2017	"Non évaluée"										
18.0	60418	Chordata	Mammalia	Chiroptera	Vespertilionidae	Myotis	"Myotis myotis (Borkhausen, 1797)"	"Myotis myotis"	"Grand Murin"	Terrestre	"Indigène ou indéterminé"	Indigène	"PN, RE, RI"	"PN_Mamm_terretres (Art. 2)"		"BERN (Ann. II), BONN (Ann. II, EUROBATS - Ann. I)"		"DHFF (Ann. II, Ann. IV)"			"Non endémique"	Pr	Commune	Pr	Pr	Pr	Pr	Pr	Pr	Pr	Pr	Pr	Pr	Pr	Pr	Notable		"Non menacée"	LC	2017	"Non menacée"	LC	2019			LC	2018	"Sous conditions"	Stricte	Stricte	"Sous conditions"
18.0	60427	Chordata	Mammalia	Chiroptera	Vespertilionidae	Myotis	"Myotis blythii (Tomes, 1857)"	"Myotis blythii"	"Petit Murin"	Terrestre	"Indigène ou indéterminé"	Indigène	"PN, RE, RI"	"PN_Mamm_terretres (Art. 2)"		"BERN (Ann. II), BONN (Ann. II, EUROBATS - Ann. I)"		"DHFF (Ann. II, Ann. IV)"			"Non endémique"	Pr	"Assez rare"	Pr	Ind	Ind	Ai	Pr	Pr	Pb	Pr	Occ	Pr	Ab	Ab	Fort		"Non menacée"	NT	2017	Menacée	EN	2019			DD	2018	"Sous conditions"		Stricte	"Sous conditions"
18.0	3364	Chordata	Aves	Charadriiformes	Laridae	Sterna	"Sterna dougallii Montagu, 1813"	"Sterna dougallii"	"Sterne de Dougall"	"Marin & Terrestre"	"Indigène ou indéterminé"	Indigène	"PN, RE, RI, RN"	"PN_Oiseaux  (Art. 3)"	"OSPAR (Ann. V)"	"BERN (Ann. II), BONN (AEWA, Ann. II)"		"DO (Ann. I)"	"REGL_Interdépartementale (Art. 1)"		"Non endémique"	Occ	"Non évaluée"	Ab	Occ	Occ	Ab	Occ	Ab	Ab	Ab	Ab	Occ	Ab	Ab	"Non évaluée"	MTEr	Menacée	CR	2016	"Non évaluée"										
18.0	60457	Chordata	Mammalia	Chiroptera	Vespertilionidae	Nyctalus	"Nyctalus lasiopterus (Schreber, 1780)"	"Nyctalus lasiopterus"	"Grande Noctule"	Terrestre	"Indigène ou indéterminé"	Indigène	"PN, RE, RI, RN"	"PN_Mamm_terretres (Art. 2)"		"BERN (Ann. II), BONN (Ann. II, EUROBATS - Ann. I)"		"DHFF (Ann. IV)"	"REGL_Derogation_CNPN (Ann. 1)"		"Non endémique"	Pr	"Peu commune"	Pr	Pr	Pr	Pr	Pr	Pr	Pr	Pr	Pr	Pr	Ind	Occ	Majeur		Menacée	VU	2017	Menacée	VU	2019			DD	2018	Stricte	Stricte	Stricte	"Sous conditions"
18.0	60461	Chordata	Mammalia	Chiroptera	Vespertilionidae	Nyctalus	"Nyctalus leisleri (Kuhl, 1817)"	"Nyctalus leisleri"	"Noctule de Leisler"	Terrestre	"Indigène ou indéterminé"	Indigène	"PN, RE, RI"	"PN_Mamm_terretres (Art. 2)"		"BERN (Ann. II), BONN (Ann. II, EUROBATS - Ann. I)"		"DHFF (Ann. IV)"			"Non endémique"	Pr	Commune	Pr	Pr	Pr	Pr	Pr	Pr	Pr	Pr	Pr	Pr	Pr	Pr	Fort		"Non menacée"	NT	2017	"Non menacée"	LC	2019			NT	2018	"Sous conditions"	Stricte	Stricte	"Sous conditions"
18.0	60468	Chordata	Mammalia	Chiroptera	Vespertilionidae	Nyctalus	"Nyctalus noctula (Schreber, 1774)"	"Nyctalus noctula"	"Noctule commune"	Terrestre	"Indigène ou indéterminé"	Indigène	"PN, RE, RI, RN"	"PN_Mamm_terretres (Art. 2)"		"BERN (Ann. II), BONN (Ann. II, EUROBATS - Ann. I)"		"DHFF (Ann. IV)"	"REGL_Derogation_CNPN (Ann. 1)"		"Non endémique"	Pr	"Assez commune"	Pr	Pr	Pr	Pr	Pr	Pr	Pr	Pr	Pr	Pr	Pr	Pr	Fort		Menacée	VU	2017	Menacée	VU	2019			VU	2018	"Sous conditions"	Stricte	Stricte	"Sous conditions"
18.0	4663	Chordata	Aves	Passeriformes	Emberizidae	Emberiza	"Emberiza cia Linnaeus, 1766"	"Emberiza cia"	"Bruant fou"	"Continental (terrestre et/ou eau douce)"	"Indigène ou indéterminé"	Indigène	"PN, RI"	"PN_Oiseaux  (Art. 3)"		"BERN (Ann. II)"					"Non endémique"	Pr	"Assez rare"	Pr	Occ	Pr	Occ	Pr	Pr	Pr	Pr	Occ	Acc	Occ	Occ	Notable	NC,H	"Non menacée"	LC	2016	Menacée			EN	2015			"Sous conditions"		Stricte	
18.0	3507	Chordata	Aves	Strigiformes	Strigidae	Glaucidium	"Glaucidium passerinum (Linnaeus, 1758)"	"Glaucidium passerinum"	"Chevêchette d'Europe, Chouette chevêchette"	"Continental (terrestre et/ou eau douce)"	"Indigène ou indéterminé"	Indigène	"PN, RE, RI"	"PN_Oiseaux  (Art. 3)"		"BERN (Ann. II)"	"COMMERCE_CITES (Ann. A)"	"DO (Ann. I)"				Occ	"Non évaluée"	NE	NE	NE	NE	NE	Occ	Occ	NE	NE	NE	NE	NE	"Non évaluée"		"Non menacée"	NT	2016	"Non évaluée"										
18.0	77433	Chordata		Chelonii	Testudinidae	Testudo	"Testudo hermanni Gmelin, 1789"	"Testudo hermanni"		Terrestre	"Indigène ou indéterminé"	"Introduite non établie"	"PN, RE, RI, RN"	"PN_AmphiRept (Art. 2)"		"BERN (Ann. II)"	"COMMERCE_CITES (Ann. A)"	"DHFF (Ann. II, Ann. IV)"	"REGL_Derogation_CNPN (Ann. 1)"		"Non endémique"	Acc	"Non évaluée"	Acc	Acc	Ab	Ab	Ab	Acc	Ab	Acc	Acc	Ab	Acc	Ab	"Non applicable"		Menacée	VU	2015	"Non évaluée"										
18.0	77559	Chordata		Squamata	Gekkonidae	Hemidactylus	"Hemidactylus turcicus (Linnaeus, 1758)"	"Hemidactylus turcicus"	"Gecko verruqueux (Le), Hémidactyle verruqueux"	Terrestre	"Indigène ou indéterminé"	"Introduite non établie"	"PN, RI"	"PN_AmphiRept (Art. 3)"		"BERN (Ann. III)"					"Non endémique"	Acc	"Non évaluée"	Ab	Acc	Ab	Ab	Ab	Ab	Ab	Ab	Ab	Ab	Ab	Ab	"Non applicable"		"Non menacée"	LC	2015	"Non évaluée"										
18.0	2770	Chordata	Aves	Anseriformes	Anatidae	Tadorna	"Tadorna ferruginea (Pallas, 1764)"	"Tadorna ferruginea"	"Tadorne casarca, Casarca roux"	"Continental (terrestre et eau douce)"	"Indigène ou indéterminé"	"Introduite non établie"	"PN, RE, RI"	"PN_Oiseaux  (Art. 4)"		"BERN (Ann. II), BONN (AEWA, Ann. II)"		"DO (Ann. I)"			"Non endémique"	Acc	"Non évaluée"	Acc	Acc	Acc	Acc	Acc	Acc	Acc	Acc	Acc	Acc	Acc	Acc	"Non applicable"	NA	Autre	NA	2016	Autre			NA	2015						
18.0	2698	Chordata	Aves	Phoenicopteriformes	Phoenicopteridae	Phoeniconaias	"Phoeniconaias minor (É. Geoffroy Saint-Hilaire, 1798)"	"Phoeniconaias minor"	"Flamant nain, Petit flamant"	"Eau saumâtre"	"Introduit non établi"	"Introduite non établie"	"PN, RI"	"PN_Oiseaux  (Art. 4)"		"BONN (AEWA, Ann. II)"					"Non endémique"	Acc	"Non évaluée"	Ab	Ab	Ab	Ab	Ab	Ab	Ab	Ab	Ab	Acc	Acc	Ab	"Non évaluée"		"Non évaluée"			"Non évaluée"										
18.0	2981	Chordata	Aves	Galliformes	Phasianidae	Alectoris	"Alectoris chukar (J.E. Gray, 1830)"	"Alectoris chukar"	"Perdrix chukar, Perdrix choucar"	Terrestre	"Introduit établi ou possiblement établi"	"Introduite non établie"	"PN, RE, RI"	"PN_Commerce_Oiseaux (Art. 4)"		"BERN (Ann. III)"		"DO (Ann. II/2)"			"Non endémique"	Acc	"Non évaluée"	Ab	Ab	Ab	Ab	Acc	Ab	Ab	Ab	Ab	Ab	Ab	Ab	"Non évaluée"	NA	"Non évaluée"			"Non évaluée"										
18.0	530983	Mollusca	Gastropoda	Stylommatophora	Chondrinidae	Abida	"Abida ateni E. Gittenberger, 1973"	"Abida ateni"	"Maillot d'Aspe"	Terrestre	"Indigène ou indéterminé"	Indigène	PN	"PN_Mollusques  (Art. 4)"						Endémique	"Endémisme ibéro-pyrénéen"	Pr	"Non évaluée"	Ab	Ab	Ab	Ab	Pr	Ab	Ab	Ab	Ab	Ab	Ab	Ab	"Non évaluée"		Autre	DD	2021	"Non évaluée"							Stricte			
18.0	67759	Chordata	Actinopterygii	Salmoniformes	Salmonidae	Thymallus	"Thymallus thymallus (Linnaeus, 1758)"	"Thymallus thymallus"	"Ombre commun"	"Eau douce"	"Indigène ou indéterminé"	"Introduite établie"	"PN, RE, RI, RN"	"PN_Poissons (Art. 1)"		"BERN (Ann. III)"		"DHFF (Ann. V)"	"REGL_Derogation_CNPN (Ann. 1)"		"Non endémique"	Pr	"Non évaluée"	Pr	Ab	Ab	Ab	Pb	Pr	Da	Pr	Ab	Ab	Ab	Sa	"Non évaluée"		Menacée	VU	2019	Menacée			CR	2019					Stricte	
18.0	18432	Arthropoda	Malacostraca	Decapoda	Astacidae	Astacus	"Astacus astacus (Linnaeus, 1758)"	"Astacus astacus"	"Écrevisse à pattes rouges (L'), Écrevisse à pieds rouges (L'), Écrevisse fluviatile (L'), Écrevisse de rivière (L')"	"Eau douce"	"Indigène ou indéterminé"	"Introduite non établie"	"PN, RE, RI, RN"	"PN_Ecrevisses (Art. 1)"		"BERN (Ann. III)"		"DHFF (Ann. V)"	"REGL_Derogation_CNPN (Ann. 1)"		"Non endémique"	Acc	"Non évaluée"	Sa	Sa	Sa	Sa	Sa	Ab	Acc	Acc	Ab	Ab	Acc	Acc	"Non évaluée"		Menacée	EN	2014	"Non évaluée"										
18.0	60612	Chordata	Mammalia	Carnivora	Felidae	Lynx	"Lynx lynx (Linnaeus, 1758)"	"Lynx lynx"	"Lynx boréal"	Terrestre	"Indigène ou indéterminé"	Indigène	"PN, RE, RI, RN"	"PN_Mamm_terretres (Art. 2)"		"BERN (Ann. III)"	"COMMERCE_CITES (Ann. A)"	"DHFF (Ann. II, Ann. IV)"	"REGL_Interdépartementale (Art. 1)"		"Non endémique"	Da	"Non évaluée"	Ab	Ab	Ab	Ab	Da	Acc	Ab	Ab	Ab	Ab	Ab	Ab	"Non applicable"		Menacée	EN	2017	Autre	RE	2020								
18.0	67304	Chordata	Actinopterygii	Cypriniformes	Leuciscidae	Leuciscus	"Leuciscus idus (Linnaeus, 1758)"	"Leuciscus idus"	"Gardon rouge, Ide mélanote"	"Eau douce"	"Indigène ou indéterminé"	"Introduite établie"	PN	"PN_Poissons (Art. 1)"							"Non endémique"	Pr	"Non évaluée"	Pr	Pr	Pr	Pr	Pr	Ab	Ab	Ab	Pr	Ab	Ab	Occ	"Non évaluée"		Autre	DD	2019	Autre			NA	2019						
18.0	79306	Chordata	Mammalia	Carnivora	Felidae	Felis	"Felis silvestris Schreber, 1775"	"Felis silvestris"	"Chat forestier, Chat sauvage"	Terrestre	"Indigène ou indéterminé"	Indigène	"PN, RE, RI"	"PN_Mamm_terretres (Art. 2)"		"BERN (Ann. II)"	"COMMERCE_CITES (Ann. A)"	"DHFF (Ann. IV)"			"Non endémique"	Pr	"Peu commune"	Pr	Ab	Ab	Ab	Pr	Pr	Pr	Pr	Ab	Ab	Pb	Pr	Autre		"Non menacée"	LC	2017	Autre	DD	2020			DD	2018	"Sous conditions"		Stricte	"Sous conditions"
18.0	60479	Chordata	Mammalia	Chiroptera	Vespertilionidae	Pipistrellus	"Pipistrellus pipistrellus (Schreber, 1774)"	"Pipistrellus pipistrellus"	"Pipistrelle commune"	Terrestre	"Indigène ou indéterminé"	Indigène	"PN, RE, RI"	"PN_Mamm_terretres (Art. 2)"		"BERN (Ann. III), BONN (Ann. II, EUROBATS - Ann. I)"		"DHFF (Ann. IV)"			"Non endémique"	Pr	"Très commune"	Pr	Pr	Pr	Pr	Pr	Pr	Pr	Pr	Pr	Pr	Pr	Pr	Notable		"Non menacée"	NT	2017	"Non menacée"	LC	2019			NT	2018				"Sous conditions"
18.0	60489	Chordata	Mammalia	Chiroptera	Vespertilionidae	Pipistrellus	"Pipistrellus pygmaeus (Leach, 1825)"	"Pipistrellus pygmaeus"	"Pipistrelle pygmée"	Terrestre	"Indigène ou indéterminé"	Indigène	"PN, RE, RI"	"PN_Mamm_terretres (Art. 2)"		"BERN (Ann. II), BONN (Ann. II, EUROBATS - Ann. I)"		"DHFF (Ann. IV)"			"Non endémique"	Pr	"Peu commune"	Pr	Pr	Pr	Pr	Pr	Pr	Ind	Pr	Pr	Pr	Pr	Pr	Autre		"Non menacée"	LC	2017	Autre	DD	2019			DD	2018	"Sous conditions"			"Sous conditions"
18.0	60490	Chordata	Mammalia	Chiroptera	Vespertilionidae	Pipistrellus	"Pipistrellus nathusii (Keyserling & Blasius, 1839)"	"Pipistrellus nathusii"	"Pipistrelle de Nathusius"	Terrestre	"Indigène ou indéterminé"	Indigène	"PN, RE, RI"	"PN_Mamm_terretres (Art. 2)"		"BERN (Ann. II), BONN (Ann. II, EUROBATS - Ann. I)"		"DHFF (Ann. IV)"			"Non endémique"	Pr	"Assez commune"	Pr	Pr	Pr	Pr	Pr	Pr	Pr	Pr	Pr	Pr	Pr	Pr	"Très fort"		"Non menacée"	NT	2017	"Non menacée"	NT	2019			NT	2018	"Sous conditions"			"Sous conditions"
18.0	781090	Chordata	Actinopterygii	Esociformes	Esocidae	Esox	"Esox aquitanicus Denys, Dettai, Persat, Hautecœur & Keith, 2014"	"Esox aquitanicus"	"Brochet aquitain"	"Eau douce"	"Indigène ou indéterminé"	Indigène	"PN, RN"	"PN_Poissons (Art. 1)"					"REGL_Derogation_CNPN (Ann. 1)"	Endémique	"Endémisme néo-aquitain"	Pr	"Non évaluée"	Ind	Pr	Pr	Pr	Pr	Ind	Ab	Ab	Pr	Pr	Ind	Ind	"Non évaluée"		Menacée	VU	2019	"Non évaluée"										
18.0	60506	Chordata	Mammalia	Chiroptera	Vespertilionidae	Hypsugo	"Hypsugo savii (Bonaparte, 1837)"	"Hypsugo savii"	"Vespère de Savi"	Terrestre	"Indigène ou indéterminé"	Indigène	"PN, RE, RI"	"PN_Mamm_terretres (Art. 2)"		"BERN (Ann. II), BONN (Ann. II, EUROBATS - Ann. I)"		"DHFF (Ann. IV)"			"Non endémique"	Pr	"Assez rare"	Pr	Ind	Ind	Pr	Pr	Pr	Ab	Ab	Pr	Ab	Ab	Ab	Modéré		"Non menacée"	LC	2017	"Non menacée"	LC	2019					"Sous conditions"			"Sous conditions"
18.0	60518	Chordata	Mammalia	Chiroptera	Vespertilionidae	Plecotus	"Plecotus auritus (Linnaeus, 1758)"	"Plecotus auritus"	"Oreillard roux, Oreillard septentrional"	Terrestre	"Indigène ou indéterminé"	Indigène	"PN, RE, RI"	"PN_Mamm_terretres (Art. 2)"		"BERN (Ann. II), BONN (Ann. II, EUROBATS - Ann. I)"		"DHFF (Ann. IV)"			"Non endémique"	Pr	"Assez commune"	Pr	Pr	Pr	Pr	Pr	Pr	Pr	Pr	Pr	Pr	Pr	Pr	Notable		"Non menacée"	LC	2017	"Non menacée"	LC	2019			LC	2018	"Sous conditions"			"Sous conditions"
18.0	60527	Chordata	Mammalia	Chiroptera	Vespertilionidae	Plecotus	"Plecotus austriacus (J.B. Fischer, 1829)"	"Plecotus austriacus"	"Oreillard gris, Oreillard méridional"	Terrestre	"Indigène ou indéterminé"	Indigène	"PN, RE, RI"	"PN_Mamm_terretres (Art. 2)"		"BERN (Ann. II), BONN (Ann. II, EUROBATS - Ann. I)"		"DHFF (Ann. IV)"			"Non endémique"	Pr	"Assez commune"	Pr	Pr	Pr	Pr	Pr	Pr	Pr	Pr	Pr	Pr	Pr	Pr	Modéré		"Non menacée"	LC	2017	"Non menacée"	LC	2019			LC	2018	"Sous conditions"			"Sous conditions"
18.0	60537	Chordata	Mammalia	Chiroptera	Vespertilionidae	Vespertilio	"Vespertilio murinus Linnaeus, 1758"	"Vespertilio murinus"	"Vespertilion bicolore, Sérotine bicolore"	Terrestre	"Indigène ou indéterminé"	Indigène	"PN, RE, RI"	"PN_Mamm_terretres (Art. 2)"		"BERN (Ann. II), BONN (Ann. II, EUROBATS - Ann. I)"		"DHFF (Ann. IV)"			"Non endémique"	Pr	"Très rare"	Ai	Ai	Ai	Ai	Occ	Pr	Pr	Pr	Ab	Ab	Occ	Ab	"Non applicable"		Autre	DD	2017	Autre	NA	2019			NA	2018				"Sous conditions"
18.0	60557	Chordata	Mammalia	Chiroptera	Molossidae	Tadarida	"Tadarida teniotis (Rafinesque, 1814)"	"Tadarida teniotis"	"Molosse de Cestoni"	Terrestre	"Indigène ou indéterminé"	Indigène	"PN, RE, RI"	"PN_Mamm_terretres (Art. 2)"		"BERN (Ann. II), BONN (Ann. II, EUROBATS - Ann. I)"		"DHFF (Ann. IV)"			"Non endémique"	Pr	Rare	Ai	Ai	Ind	Ai	Pr	Ab	Ab	Ab	Ab	Ab	Ab	Ab	Autre		"Non menacée"	NT	2017	Autre	DD	2019					Stricte			"Sous conditions"
